Area Name,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Literate w/o education level - Persons,Literate w/o education level - Males,Literate w/o education level - Females,Bellow primary - Persons,Bellow primary - Males,Bellow primary - Females,Primary - Persons,Primary - Males,Primary - Females,Middle - Persons,Middle - Males,Middle - Females,Matric/Secondary - Persons,Matric/Secondary - Males,Matric/Secondary - Females,Higher second/Interm/Pre-University/Senior second - Persons,Higher second/Interm/Pre-University/Senior second - Males,Higher second/Interm/Pre-University/Senior second - Females,Non-technical diploma - Persons,Non-technical diploma - Males,Non-technical diploma - Females,Technical diploma - Persons,Technical diploma - Males,Technical diploma - Females,Graduate_Persons,Graduate_Males,Graduate_Females,Unclassified_Persons,Unclassified_Males,Unclassified_Females,age_group
Himachal Pradesh,517507,256532,260975,77504,20669,56835,440003,235863,204140,6138,3022,3116,25089,12657,12432,96674,44353,52321,80103,38987,41116,124232,70970,53262,50919,32050,18869,897,365,532,5200,3741,1459,50672,29678,20994,79,40,39,juventud
Himachal Pradesh,432675,215401,217274,90246,23246,67000,342429,192155,150274,6099,2866,3233,26087,13343,12744,92116,40965,51151,63972,34440,29532,94652,60423,34229,19725,13844,5881,968,385,583,5490,3948,1542,33260,21903,11357,60,38,22,adulto
Himachal Pradesh,411062,199846,211216,110167,28868,81299,300895,170978,129917,6265,2875,3390,30519,16102,14417,96516,42347,54169,53078,30458,22620,73049,50450,22599,10924,7785,3139,847,347,500,4168,2906,1262,25473,17671,7802,56,37,19,adulto
Himachal Pradesh,330669,167405,163264,99607,26202,73405,231062,141203,89859,5222,2541,2681,24660,13471,11189,73881,34154,39727,40451,26715,13736,54664,40895,13769,8098,6090,2008,707,292,415,3662,2732,930,19683,14289,5394,34,24,10,adulto
Himachal Pradesh,302882,151023,151859,110352,27781,82571,192530,123242,69288,5136,2465,2671,22440,12372,10068,62535,30565,31970,31770,22402,9368,43400,34505,8895,6609,5255,1354,734,342,392,2865,2079,786,17001,13228,3773,40,29,11,adulto
Himachal Pradesh,238245,123075,115170,109331,32038,77293,128914,91037,37877,4274,2162,2112,17094,10564,6530,37959,22090,15869,20568,15961,4607,28622,24197,4425,4084,3409,675,408,252,156,3336,2095,1241,12542,10285,2257,27,22,5,adulto_mayor
Himachal Pradesh,188537,94721,93816,102344,30738,71606,86193,63983,22210,3595,1930,1665,14118,9483,4635,24667,15868,8799,13753,11057,2696,18388,16135,2253,1938,1648,290,250,131,119,2344,1709,635,7124,6012,1112,16,10,6,adulto_mayor
Himachal Pradesh,174130,86950,87180,111469,37864,73605,62661,49086,13575,3535,2014,1521,12093,8788,3305,17170,12103,5067,9921,8418,1503,13060,11942,1118,938,836,102,209,103,106,1083,829,254,4641,4043,598,11,10,1,adulto_mayor
Himachal Pradesh,128906,61456,67450,89316,30560,58756,39590,30896,8694,2584,1490,1094,9077,6742,2335,11042,7715,3327,6151,5223,928,7178,6652,526,519,465,54,160,71,89,535,433,102,2340,2101,239,4,4,0,tercera_edad
Himachal Pradesh,106707,53486,53221,78025,30919,47106,28682,22567,6115,2276,1406,870,7240,5759,1481,8028,5967,2061,4173,3505,668,4440,3934,506,748,507,241,105,58,47,255,212,43,1415,1217,198,2,2,0,tercera_edad
Himachal Pradesh,56865,29021,27844,40698,16260,24438,16167,12761,3406,1238,799,439,4055,3323,732,4770,3659,1111,2455,2028,427,2370,1973,397,444,310,134,57,42,15,94,79,15,682,547,135,2,1,1,tercera_edad
Himachal Pradesh,80956,39933,41023,63886,26173,37713,17070,13760,3310,1675,1078,597,4861,3969,892,4848,3823,1025,2597,2297,300,1988,1728,260,351,264,87,42,29,13,122,95,27,585,476,109,1,1,0,tercera_edad
Himachal Pradesh,14716,8200,6516,10241,5362,4879,4475,2838,1637,1158,787,371,845,482,363,885,519,366,495,306,189,630,418,212,223,145,78,9,5,4,31,27,4,184,137,47,15,12,3,desconocido
Punjab,3171829,1763801,1408028,3171829,1763801,1408028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Punjab,510806,278813,231993,145246,75641,69605,365560,203172,162388,5249,2955,2294,360249,200184,160065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,33,29,ninez
Punjab,612014,335118,276896,113659,57780,55879,498355,277338,221017,4409,2442,1967,493879,274865,219014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,31,36,ninez
Punjab,491457,267731,223726,56501,27802,28699,434956,239929,195027,2364,1343,1021,412372,228217,184155,20185,10350,9835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,19,16,ninez
Punjab,688107,378175,309932,88742,44123,44619,599365,334052,265313,3674,2073,1601,477791,269490,208301,117809,62450,55359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,39,52,ninez
Punjab,469071,254374,214697,37625,18042,19583,431446,236332,195114,1829,978,851,220008,125032,94976,209572,110304,99268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,18,19,ninez
Punjab,631912,341074,290838,70268,34684,35584,561644,306390,255254,2973,1608,1365,152956,87586,65370,376706,202356,174350,28951,14810,14141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,30,28,ninez
Punjab,503385,261931,241454,46823,21792,25031,456562,240139,216423,2028,1080,948,55328,30846,24482,319473,169955,149518,79682,38232,41450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,26,25,ninez
Punjab,539295,287345,251950,56829,27313,29516,482466,260032,222434,2532,1313,1219,33464,18873,14591,242328,136138,106190,204103,103689,100414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,19,20,ninez
Punjab,533752,287356,246396,72591,37409,35182,461161,249947,211214,3150,1779,1371,22922,13292,9630,144317,82705,61612,220170,119125,101045,70556,33021,37535,0,0,0,0,0,0,0,0,0,0,0,0,46,25,21,adolescencia
Punjab,549131,292117,257014,72689,36848,35841,476442,255269,221173,3366,1799,1567,19698,11270,8428,105053,59192,45861,180088,102517,77571,168191,80462,87729,0,0,0,0,0,0,0,0,0,0,0,0,46,29,17,adolescencia
Punjab,425519,231164,194355,48220,25107,23113,377299,206057,171242,2475,1423,1052,12675,7570,5105,65820,38188,27632,98666,60056,38610,197619,98805,98814,0,0,0,0,0,0,0,0,0,0,0,0,44,15,29,adolescencia
Punjab,675114,380349,294765,113917,61592,52325,561197,318757,242440,5419,3123,2296,21505,13609,7896,103560,61768,41792,119117,75218,43899,178851,101944,76907,129202,60814,68388,451,298,153,2998,1930,1068,0,0,0,94,53,41,adolescencia
Punjab,372417,202487,169930,50395,24703,25692,322022,177784,144238,2691,1506,1185,10972,6850,4122,49615,28640,20975,55734,34543,21191,90088,51462,38626,109381,52518,56863,355,177,178,3111,2045,1066,0,0,0,75,43,32,adolescencia
Punjab,2339151,1255974,1083177,465066,212523,252543,1874085,1043451,830634,21975,11699,10276,54439,35189,19250,309730,172276,137454,303932,182269,121663,535886,307178,228708,442710,244472,198238,2172,1063,1109,22030,14791,7239,180581,74198,106383,630,316,314,juventud
Punjab,1945622,1012264,933358,511691,214320,297371,1433931,797944,635987,20770,10449,10321,49618,29932,19686,281555,141836,139719,235136,131480,103656,457937,267348,190589,191916,120562,71354,2127,850,1277,15288,11154,4134,179182,84129,95053,402,204,198,juventud
Punjab,1769154,889759,879395,559112,221395,337717,1210042,668364,541678,20768,9975,10793,50036,27784,22252,295072,138857,156215,212814,116258,96556,385775,230742,155033,90303,60004,30299,2218,797,1421,10954,8151,2803,141824,75617,66207,278,179,99,adulto
Punjab,1725411,892126,833285,603064,249732,353332,1122347,642394,479953,21588,10532,11056,50394,29078,21316,300975,143593,157382,213092,127588,85504,343706,216323,127383,57607,38469,19138,2454,802,1652,11094,7582,3512,121194,68253,52941,243,174,69,adulto
Punjab,1433430,765875,667555,542625,233082,309543,890805,532793,358012,18683,9379,9304,41283,24470,16813,239295,114815,124480,168716,108798,59918,256675,171602,85073,42598,29245,13353,2494,910,1584,12313,7422,4891,108511,65995,42516,237,157,80,adulto
Punjab,1174037,628232,545805,479235,195409,283826,694802,432823,261979,15962,7757,8205,33472,19522,13950,189528,92689,96839,128988,86986,42002,189505,133329,56176,32727,23541,9186,1795,741,1054,11304,6234,5070,91360,61897,29463,161,127,34,adulto
Punjab,895611,503353,392258,409785,181082,228703,485826,322271,163555,13642,6928,6714,26157,15852,10305,126852,66698,60154,84842,60053,24789,132683,101269,31414,21619,16855,4764,1430,734,696,16223,7763,8460,62237,46009,16228,141,110,31,adulto_mayor
Punjab,617179,311595,305584,317084,111880,205204,300095,199715,100380,10414,4711,5703,18854,10680,8174,78403,39875,38528,51853,36223,15630,83453,66482,16971,11525,9466,2059,1126,544,582,12226,6833,5393,32112,24792,7320,129,109,20,adulto_mayor
Punjab,669648,323616,346032,427678,161769,265909,241970,161847,80123,13647,6203,7444,21213,12293,8920,68342,35234,33108,39864,27986,11878,62656,52478,10178,6744,5747,997,1240,470,770,6714,4054,2660,21444,17291,4153,106,91,15,adulto_mayor
Punjab,585810,286101,299709,404288,159771,244517,181522,126330,55192,13353,6391,6962,23129,14909,8220,55951,32453,23498,28791,21169,7622,40475,35145,5330,3885,3400,485,958,393,565,2924,2160,764,11992,10257,1735,64,53,11,tercera_edad
Punjab,438386,243010,195376,317479,153714,163765,120907,89296,31611,10711,5775,4936,16938,12521,4417,37248,24995,12253,18258,14461,3797,25043,21773,3270,3990,2929,1061,552,269,283,1241,912,329,6895,5638,1257,31,23,8,tercera_edad
Punjab,199895,103950,95945,139611,60829,78782,60284,43121,17163,4935,2585,2350,7975,5843,2132,18454,12127,6327,9675,7434,2241,12521,10220,2301,2292,1652,640,274,140,134,510,361,149,3632,2746,886,16,13,3,tercera_edad
Punjab,297954,155014,142940,224236,100769,123467,73718,54245,19473,8142,4355,3787,11795,8603,3192,22265,15798,6467,11311,9202,2109,13491,11354,2137,2404,1687,717,213,134,79,533,391,142,3528,2692,836,36,29,7,tercera_edad
Punjab,93902,52341,41561,55741,29840,25901,38161,22501,15660,8695,5306,3389,6413,3644,2769,6947,3819,3128,4638,2805,1833,6513,4102,2411,2335,1374,961,47,21,26,278,168,110,2255,1233,1022,40,29,11,desconocido
Chandigarh,115613,62664,52949,115613,62664,52949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Chandigarh,17585,9510,8075,3492,1684,1808,14093,7826,6267,83,48,35,14008,7777,6231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,ninez
Chandigarh,20230,11022,9208,3083,1442,1641,17147,9580,7567,67,44,23,17080,9536,7544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Chandigarh,15987,8636,7351,1596,770,826,14391,7866,6525,40,25,15,13558,7432,6126,792,409,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ninez
Chandigarh,21763,11927,9836,2293,1089,1204,19470,10838,8632,60,37,23,14779,8290,6489,4630,2510,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ninez
Chandigarh,15528,8505,7023,1016,498,518,14512,8007,6505,28,20,8,6088,3512,2576,8394,4474,3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,ninez
Chandigarh,20702,11284,9418,1863,970,893,18839,10314,8525,45,25,20,4253,2465,1788,13528,7313,6215,1011,509,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,ninez
Chandigarh,16458,8672,7786,1094,504,590,15364,8168,7196,25,11,14,1529,900,629,10430,5656,4774,3379,1601,1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ninez
Chandigarh,17322,9540,7782,1341,684,657,15981,8856,7125,41,22,19,964,572,392,6682,3959,2723,8294,4303,3991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Chandigarh,18011,10269,7742,1785,1056,729,16226,9213,7013,61,46,15,745,491,254,4026,2475,1551,8539,4784,3755,2852,1415,1437,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,adolescencia
Chandigarh,18067,10229,7838,1681,1004,677,16386,9225,7161,56,35,21,585,385,200,2846,1822,1024,5728,3384,2344,7168,3598,3570,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,adolescencia
Chandigarh,16081,9430,6651,1300,814,486,14781,8616,6165,53,28,25,417,286,131,2005,1343,662,3218,2054,1164,9082,4902,4180,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,adolescencia
Chandigarh,24629,15377,9252,3288,2106,1182,21341,13271,8070,141,84,57,768,607,161,3263,2421,842,3861,2822,1039,5983,3751,2232,7074,3438,3636,14,4,10,224,137,87,0,0,0,13,7,6,adolescencia
Chandigarh,16488,9709,6779,1720,983,737,14768,8726,6042,91,54,37,393,278,115,1768,1233,535,2124,1498,626,2964,1918,1046,7144,3555,3589,18,6,12,251,177,74,0,0,0,15,7,8,adolescencia
Chandigarh,103533,60442,43091,15377,7086,8291,88156,53356,34800,793,491,302,2411,1700,711,10514,6945,3569,11661,8109,3552,16353,10946,5407,24160,14064,10096,127,50,77,1559,1150,409,20440,9843,10597,138,58,80,juventud
Chandigarh,93095,52897,40198,18246,7529,10717,74849,45368,29481,800,476,324,2184,1444,740,9500,5716,3784,10060,6729,3331,16778,11133,5645,10735,6978,3757,87,33,54,1160,814,346,23444,11990,11454,101,55,46,juventud
Chandigarh,74786,42125,32661,17004,6993,10011,57782,35132,22650,658,380,278,1746,1123,623,8080,4559,3521,7730,5041,2689,14539,9665,4874,5847,3942,1905,122,39,83,829,590,239,18193,9774,8419,38,19,19,adulto
Chandigarh,69529,38557,30972,16695,7096,9599,52834,31461,21373,635,367,268,1713,1067,646,8081,4467,3614,7238,4644,2594,13003,8407,4596,4144,2708,1436,118,47,71,815,575,240,17061,9161,7900,26,18,8,adulto
Chandigarh,55340,31339,24001,11790,5176,6614,43550,26163,17387,486,284,202,1187,758,429,5770,3170,2600,5078,3301,1777,10452,6771,3681,3199,2008,1191,103,29,74,865,609,256,16377,9209,7168,33,24,9,adulto
Chandigarh,47079,26644,20435,9959,4041,5918,37120,22603,14517,451,258,193,954,536,418,4770,2476,2294,3920,2443,1477,8383,5369,3014,2669,1668,1001,104,32,72,756,490,266,15091,9319,5772,22,12,10,adulto
Chandigarh,34370,20475,13895,7238,2975,4263,27132,17500,9632,343,186,157,760,472,288,3201,1796,1405,2724,1702,1022,5961,3947,2014,1894,1278,616,78,31,47,958,508,450,11192,7564,3628,21,16,5,adulto_mayor
Chandigarh,22227,13201,9026,5252,2029,3223,16975,11172,5803,228,130,98,593,352,241,2128,1237,891,1873,1117,756,3952,2676,1276,1070,724,346,88,24,64,700,421,279,6334,4486,1848,9,5,4,adulto_mayor
Chandigarh,15542,8459,7083,4628,1678,2950,10914,6781,4133,180,85,95,481,271,210,1498,718,780,1204,587,617,2498,1607,891,581,385,196,123,19,104,364,228,136,3974,2875,1099,11,6,5,adulto_mayor
Chandigarh,11226,5671,5555,3408,1102,2306,7818,4569,3249,159,67,92,404,195,209,1227,513,714,975,407,568,1757,1085,672,398,244,154,104,21,83,176,125,51,2606,1905,701,12,7,5,tercera_edad
Chandigarh,8277,4440,3837,2654,912,1742,5623,3528,2095,126,73,53,302,160,142,988,436,552,677,311,366,1305,873,432,337,226,111,71,8,63,90,59,31,1720,1376,344,7,6,1,tercera_edad
Chandigarh,4659,2507,2152,1367,406,961,3292,2101,1191,65,36,29,200,97,103,530,224,306,401,214,187,756,531,225,214,141,73,40,7,33,46,35,11,1034,812,222,6,4,2,tercera_edad
Chandigarh,5208,2667,2541,2087,659,1428,3121,2008,1113,94,46,48,258,107,151,573,210,363,347,168,179,720,543,177,185,141,44,26,9,17,57,45,12,857,737,120,4,2,2,tercera_edad
Chandigarh,1300,740,560,520,302,218,780,438,342,136,86,50,158,75,83,125,73,52,69,38,31,101,60,41,67,33,34,0,0,0,4,3,1,118,69,49,2,1,1,desconocido
Uttarakhand,1360032,712949,647083,1360032,712949,647083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Uttarakhand,194956,100563,94393,58290,27886,30404,136666,72677,63989,1485,797,688,134980,71780,63200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,100,101,ninez
Uttarakhand,249951,130325,119626,45013,20458,24555,204938,109867,95071,1677,922,755,203119,108865,94254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,80,62,ninez
Uttarakhand,188507,97320,91187,20237,8624,11613,168270,88696,79574,845,433,412,156840,82808,74032,10530,5430,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,25,30,ninez
Uttarakhand,267500,140300,127200,28975,11911,17064,238525,128389,110136,1712,869,843,181734,97350,84384,55026,30141,24885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,29,24,ninez
Uttarakhand,173807,90500,83307,12090,4598,7492,161717,85902,75815,782,425,357,81760,42398,39362,79145,43064,36081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,15,ninez
Uttarakhand,254137,132934,121203,23784,9111,14673,230353,123823,106530,1560,745,815,74804,38444,36360,140849,77461,63388,13103,7152,5951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,21,16,ninez
Uttarakhand,189796,95664,94132,15008,4996,10012,174788,90668,84120,1047,497,550,28296,13334,14962,112267,59611,52656,33160,17216,15944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,8,ninez
Uttarakhand,208290,106866,101424,20193,6808,13385,188097,100058,88039,1407,629,778,18434,8663,9771,92228,49175,43053,76009,41583,34426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,11,ninez
Uttarakhand,204524,106305,98219,23252,8303,14949,181272,98002,83270,1615,706,909,12243,6021,6222,60560,31695,28865,83896,47905,35991,22935,11663,11272,0,0,0,0,0,0,0,0,0,0,0,0,23,12,11,adolescencia
Uttarakhand,202706,104043,98663,24869,8678,16191,177837,95365,82472,1827,824,1003,9649,4682,4967,39389,19737,19652,79430,46044,33386,47518,24064,23454,0,0,0,0,0,0,0,0,0,0,0,0,24,14,10,adolescencia
Uttarakhand,157106,81810,75296,16421,5560,10861,140685,76250,64435,1237,566,671,5787,2945,2842,21755,10647,11108,53722,31859,21863,58163,30224,27939,0,0,0,0,0,0,0,0,0,0,0,0,21,9,12,adolescencia
Uttarakhand,231579,125608,105971,35577,13810,21767,196002,111798,84204,2687,1389,1298,9711,5449,4262,30882,16304,14578,61766,39164,22602,50852,30849,20003,39555,18262,21293,59,34,25,464,340,124,0,0,0,26,7,19,adolescencia
Uttarakhand,133944,68152,65792,17557,5428,12129,116387,62724,53663,1382,698,684,4826,2521,2305,15075,6946,8129,30594,18460,12134,27324,16554,10770,36669,17178,19491,46,33,13,454,330,124,0,0,0,17,4,13,adolescencia
Uttarakhand,742540,371700,370840,145684,43225,102459,596856,328475,268381,10695,5391,5304,26012,13706,12306,88889,41900,46989,132315,79499,52816,104710,65726,38984,135069,72194,62875,242,151,91,3503,2883,620,95256,46958,48298,165,67,98,juventud
Uttarakhand,625834,302807,323027,168078,44123,123955,457756,258684,199072,10930,5570,5360,25679,12244,13435,83961,37185,46776,97414,58951,38463,76065,49361,26704,64357,39450,24907,205,125,80,2335,1896,439,96745,53876,42869,65,26,39,juventud
Uttarakhand,547173,267320,279853,176884,45110,131774,370289,222210,148079,10369,5362,5007,24869,11803,13066,77928,35896,42032,76067,48599,27468,60069,42214,17855,48326,32867,15459,157,107,50,2155,1757,398,70286,43577,26709,63,28,35,adulto
Uttarakhand,527314,260250,267064,193175,51773,141402,334139,208477,125662,10161,5535,4626,26907,13627,13280,80343,40178,40165,65445,44180,21265,50910,36877,14033,39909,28263,11646,143,95,48,1948,1629,319,58297,38065,20232,76,28,48,adulto
Uttarakhand,434970,224267,210703,168729,47283,121446,266241,176984,89257,8572,4959,3613,22819,12758,10061,67510,37537,29973,48382,34087,14295,38838,29330,9508,30684,23097,7587,145,111,34,2009,1616,393,47221,33451,13770,61,38,23,adulto
Uttarakhand,375690,189277,186413,157265,40842,116423,218425,148435,69990,7161,4155,3006,20275,11483,8792,58343,34195,24148,39617,28382,11235,31968,24558,7410,22956,17778,5178,108,81,27,2479,1923,556,35466,25847,9619,52,33,19,adulto
Uttarakhand,309198,162143,147055,143170,39544,103626,166028,122599,43429,6122,3781,2341,17590,11237,6353,45313,30776,14537,28961,22718,6243,25240,20356,4884,16354,13342,3012,109,95,14,2372,1953,419,23931,18316,5615,36,25,11,adulto_mayor
Uttarakhand,237669,118279,119390,121550,30345,91205,116119,87934,28185,4794,2919,1875,15389,10325,5064,34785,24916,9869,19142,15324,3818,17039,13990,3049,10036,8447,1589,93,81,12,1541,1351,190,13280,10563,2717,20,18,2,adulto_mayor
Uttarakhand,229519,113902,115617,134708,38297,96411,94811,75605,19206,4662,3033,1629,15409,11427,3982,30505,23928,6577,15544,13047,2497,12995,11093,1902,6659,5756,903,66,47,19,666,565,101,8283,6696,1587,22,13,9,adulto_mayor
Uttarakhand,166863,80695,86168,100787,28152,72635,66076,52543,13533,3466,2282,1184,13297,10100,3197,20601,15923,4678,10444,8615,1829,8579,7377,1202,3937,3463,474,48,26,22,338,301,37,5350,4445,905,16,11,5,tercera_edad
Uttarakhand,127320,65530,61790,81299,27627,53672,46021,37903,8118,2794,1944,850,12181,10227,1954,14363,11532,2831,6218,5155,1063,5237,4564,673,2105,1837,268,30,13,17,184,159,25,2891,2459,432,18,13,5,tercera_edad
Uttarakhand,60470,31216,29254,37542,12262,25280,22928,18954,3974,1337,952,385,6576,5657,919,7158,5724,1434,3085,2570,515,2432,2085,347,922,778,144,16,11,5,65,57,8,1335,1120,215,2,0,2,tercera_edad
Uttarakhand,70184,35372,34812,47272,16685,30587,22912,18687,4225,1580,1061,519,6743,5566,1177,7106,5699,1407,2924,2472,452,2218,1944,274,958,783,175,11,6,5,88,78,10,1277,1071,206,7,7,0,tercera_edad
Uttarakhand,17770,9827,7943,6126,2661,3465,11644,7166,4478,7526,4507,3019,961,561,400,990,587,403,655,441,214,552,383,169,399,286,113,3,2,1,18,14,4,537,382,155,3,3,0,desconocido
Haryana,3335537,1833655,1501882,3335537,1833655,1501882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Haryana,483397,263333,220064,154563,78229,76334,328834,185104,143730,3416,1932,1484,325404,183162,142242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4,ninez
Haryana,601638,326537,275101,122126,57736,64390,479512,268801,210711,3017,1650,1367,476468,267133,209335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,9,ninez
Haryana,476132,257266,218866,59627,26283,33344,416505,230983,185522,1784,1005,779,396946,220355,176591,17753,9610,8143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,9,ninez
Haryana,631695,343334,288361,76993,32715,44278,554702,310619,244083,2579,1358,1221,457061,256846,200215,95038,52404,42634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,13,ninez
Haryana,451588,244124,207464,38552,15311,23241,413036,228813,184223,1531,797,734,229381,127792,101589,182102,100211,81891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,9,ninez
Haryana,612847,330224,282623,66062,26044,40018,546785,304180,242605,2647,1403,1244,178624,99399,79225,342111,190731,151380,23374,12628,10746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,10,ninez
Haryana,466115,241448,224667,44416,15520,28896,421699,225928,195771,1973,999,974,66691,35316,31375,286932,156329,130603,66081,33269,32812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,7,ninez
Haryana,521031,277317,243714,55522,20598,34924,465509,256719,208790,2457,1242,1215,45895,24405,21490,238162,134465,103697,178969,96590,82379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,9,ninez
Haryana,488977,265714,223263,59448,24637,34811,429529,241077,188452,2458,1247,1211,29730,16485,13245,144604,82216,62388,194172,111196,82976,58543,29920,28623,0,0,0,0,0,0,0,0,0,0,0,0,22,13,9,adolescencia
Haryana,493178,272373,220805,61162,25433,35729,432016,246940,185076,2709,1465,1244,24467,13746,10721,108369,60910,47459,153517,93536,59981,142936,77270,65666,0,0,0,0,0,0,0,0,0,0,0,0,18,13,5,adolescencia
Haryana,378426,216973,161453,43373,18165,25208,335053,198808,136245,2126,1187,939,15518,9349,6169,70406,40165,30241,77806,49488,28318,169183,98608,70575,0,0,0,0,0,0,0,0,0,0,0,0,14,11,3,adolescencia
Haryana,566110,329322,236788,91310,38678,52632,474800,290644,184156,3911,2259,1652,23462,15000,8462,108838,64085,44753,93849,58703,35146,140808,92523,48285,100764,55798,44966,538,197,341,2591,2046,545,0,0,0,39,33,6,adolescencia
Haryana,329868,187261,142607,49772,18303,31469,280096,168958,111138,2320,1309,1011,12792,7968,4824,60082,34421,25661,48841,28672,20169,68601,45590,23011,84543,48858,35685,486,193,293,2413,1934,479,0,0,0,18,13,5,adolescencia
Haryana,1957303,1075114,882189,421095,139496,281599,1536208,935618,600590,17328,9317,8011,65591,40696,24895,347328,198146,149182,288956,170399,118557,361683,235950,125733,281808,182413,99395,3265,1408,1857,17369,14141,3228,152580,82989,69591,300,159,141,juventud
Haryana,1733146,911893,821253,523958,158937,365021,1209188,752956,456232,17397,9019,8378,61095,36224,24871,284512,156433,128079,209225,126435,82790,314266,214614,99652,141517,99549,41968,2489,1067,1422,14452,12077,2375,163980,97385,66595,255,153,102,juventud
Haryana,1511037,771117,739920,583453,173592,409861,927584,597525,330059,16846,8704,8142,53941,32663,21278,237045,132555,104490,162453,104539,57914,246256,177346,68910,76321,55758,20563,2139,689,1450,10545,8575,1970,121858,76580,45278,180,116,64,adulto
Haryana,1401762,730882,670880,600501,192374,408127,801261,538508,262753,16098,8568,7530,49491,32244,17247,214698,129471,85227,152829,105523,47306,210803,156834,53969,47203,34532,12671,1643,593,1050,8973,6532,2441,99396,64126,35270,127,85,42,adulto
Haryana,1107196,600693,506503,488279,164546,323733,618917,436147,182770,12905,7188,5717,34243,22905,11338,147469,90943,56526,123054,92195,30859,171976,133102,38874,33977,25623,8354,1406,564,842,9776,5906,3870,84006,57646,26360,105,75,30,adulto
Haryana,864937,469917,395020,403637,134545,269092,461300,335372,125928,10356,5839,4517,25744,17163,8581,103111,62956,40155,84493,64319,20174,131208,106141,25067,27447,21874,5573,1207,516,691,9034,5517,3517,68609,50984,17625,91,63,28,adulto
